date,PM2.5,Temperature,Humidity,WindSpeed,Precipitation,CO,NO2,SO2,O3,Lag_PM2.5,month,season_Spring,season_Summer,season_Autumn,season_Winter
2022-12-26,23.4476,-5.95,49.68,1.97,0.0,0.435,32.6917,2.5845,27.275,24.6345,12,0,0,0,1
2022-12-27,11.2393,-7.1,46.99,2.99,0.0,0.2767,15.931,2.2357,42.4393,23.4476,12,0,0,0,1
2022-12-28,15.5786,-6.48,46.97,2.19,0.0,0.3439,27.506,2.519,33.2024,11.2393,12,0,0,0,1
2022-12-29,9.2,-6.2,45.4,2.64,0.0,0.2555,17.3321,2.0726,41.925,15.5786,12,0,0,0,1
2022-12-30,20.4333,-5.96,48.52,2.19,0.0,0.4692,39.5393,3.0119,19.6071,9.2,12,0,0,0,1
2022-12-31,25.8012,-3.94,48.53,3.12,0.0,0.5271,39.3976,3.3667,21.8012,20.4333,12,0,0,0,1
2023-01-01,20.6929,-3.73,50.98,2.12,0.0,0.4213,30.875,2.7333,29.9607,25.8012,1,0,0,0,1
2023-01-02,10.3798,-5.15,44.5,2.24,0.0,0.256,18.7643,2.0845,41.6821,20.6929,1,0,0,0,1
2023-01-03,20.5881,-5.07,52.5,1.27,0.0,0.4364,34.8774,2.5143,24.1476,10.3798,1,0,0,0,1
2023-01-04,41.4333,-3.74,60.46,1.82,0.0,0.6264,46.7905,3.0607,15.9964,20.5881,1,0,0,0,1
2023-01-05,80.8821,-2.46,62.25,1.17,0.0,0.9088,62.0702,3.7024,11.769,41.4333,1,0,0,0,1
2023-01-06,64.9143,-1.39,52.65,3.28,0.0,0.7299,46.2738,2.8762,31.1952,80.8821,1,0,0,0,1
2023-01-07,20.8452,-1.35,47.55,1.65,0.0,0.519,42.0405,2.2548,19.7357,64.9143,1,0,0,0,1
2023-01-08,26.0595,0.71,52.09,2.84,0.0,0.4792,33.4869,2.5214,29.244,20.8452,1,0,0,0,1
2023-01-09,14.0964,-0.36,50.09,1.79,0.0,0.3557,26.8226,2.7155,39.0536,26.0595,1,0,0,0,1
2023-01-10,36.5786,-0.77,59.82,1.39,0.0,0.599,46.3679,3.6,17.719,14.0964,1,0,0,0,1
2023-01-11,60.7786,-1.41,72.33,0.98,0.0,0.796,58.0262,3.9476,8.675,36.5786,1,0,0,0,1
2023-01-12,87.1202,-1.61,94.45,1.03,0.86,0.9011,58.7964,4.1321,6.6738,60.7786,1,0,0,0,1
2023-01-13,74.5857,0.06,62.52,3.25,0.14,0.692,26.7976,2.256,30.944,87.1202,1,0,0,0,1
2023-01-14,2.8869,-6.24,28.26,5.0,0.08,0.1888,4.85,2.4333,64.194,74.5857,1,0,0,0,1
2023-01-15,6.4548,-8.84,41.1,2.71,0.0,0.243,9.2452,2.1833,56.5429,2.8869,1,0,0,0,1
2023-01-16,17.4155,-7.9,45.44,1.86,0.0,0.3533,23.3583,2.4262,38.2679,6.4548,1,0,0,0,1
2023-01-17,25.1429,-6.14,44.55,2.82,0.0,0.2989,13.7869,2.0464,49.1536,17.4155,1,0,0,0,1
2023-01-18,27.8107,-5.2,50.86,1.7,0.0,0.379,24.2583,2.7083,35.8952,25.1429,1,0,0,0,1
2023-01-19,29.5298,-5.43,41.16,4.38,0.0,0.3694,19.7405,2.1536,38.3024,27.8107,1,0,0,0,1
2023-01-20,9.6607,-8.5,36.91,2.17,0.0,0.254,7.0738,1.9714,53.6548,29.5298,1,0,0,0,1
2023-01-21,37.2976,-6.35,56.84,1.32,0.0,0.4888,22.6655,3.6952,35.5845,9.6607,1,0,0,0,1
2023-01-22,69.9036,-4.55,61.75,1.7,0.07,0.5351,23.5214,3.5381,39.1726,37.2976,1,0,0,0,1
2023-01-23,37.8619,-10.02,40.24,5.09,0.38,0.4229,6.6512,2.1869,54.8845,69.9036,1,0,0,0,1
2023-01-24,8.0238,-13.14,27.14,4.05,0.22,0.221,5.4655,2.5167,56.7357,37.8619,1,0,0,0,1
2023-01-25,25.1917,-10.24,41.69,1.28,0.0,0.4299,21.1012,3.2143,33.9667,8.0238,1,0,0,0,1
2023-01-26,21.8214,-8.88,43.3,3.33,0.0,0.3461,16.5583,2.3929,42.2655,25.1917,1,0,0,0,1
2023-01-27,6.556,-7.73,40.78,3.56,0.0,0.1915,7.1702,1.9381,54.8548,21.8214,1,0,0,0,1
2023-01-28,15.3857,-4.72,41.83,2.71,0.0,0.2444,11.9369,2.1524,53.3857,6.556,1,0,0,0,1
2023-01-29,21.3976,-1.09,39.19,2.98,0.0,0.271,16.8179,2.1452,50.481,15.3857,1,0,0,0,1
2023-01-30,34.8512,-1.34,49.51,1.37,0.0,0.5282,37.7036,4.1071,30.3119,21.3976,1,0,0,0,1
2023-01-31,35.644,0.28,41.89,3.89,0.0,0.5419,31.3607,3.0512,41.7405,34.8512,1,0,0,0,1
2023-02-01,7.6298,-2.45,32.84,3.74,0.0,0.1936,7.0702,2.0821,62.4262,35.644,2,0,0,0,1
2023-02-02,10.1179,-4.82,42.4,1.62,0.0,0.3027,20.7881,2.2821,39.1536,7.6298,2,0,0,0,1
2023-02-03,25.8321,-2.25,45.23,1.4,0.0,0.469,39.319,2.9738,21.0452,10.1179,2,0,0,0,1
2023-02-04,29.8893,-1.35,46.87,2.28,0.0,0.5223,38.2857,2.9512,32.2417,25.8321,2,0,0,0,1
2023-02-05,77.2464,0.02,55.71,1.31,0.0,0.8158,54.95,5.406,21.6345,29.8893,2,0,0,0,1
2023-02-06,99.831,-0.17,54.98,1.62,0.0,1.0669,46.15,6.9643,36.094,77.2464,2,0,0,0,1
2023-02-07,47.4345,-0.6,61.81,1.39,0.0,0.8262,40.1583,4.5857,35.3452,99.831,2,0,0,0,1
2023-02-08,20.8131,-0.56,47.29,2.08,0.0,0.4006,27.6881,2.2036,45.7833,47.4345,2,0,0,0,1
2023-02-09,49.081,-1.26,83.69,2.0,1.05,0.661,43.8917,4.3179,25.9714,20.8131,2,0,0,0,1
2023-02-10,84.9369,-1.52,82.19,1.81,0.01,0.7467,36.7071,2.2107,24.8881,49.081,2,0,0,0,1
2023-02-11,141.775,-0.14,85.34,1.04,0.01,1.036,39.6179,2.2774,16.7536,84.9369,2,0,0,0,1
2023-02-12,83.7798,-0.7,80.08,2.31,5.6,0.8279,27.3631,2.4107,25.9131,141.775,2,0,0,0,1
2023-02-13,6.3964,-1.82,47.53,3.24,0.0,0.2263,11.944,2.3583,63.4286,83.7798,2,0,0,0,1
2023-02-14,8.0298,-2.0,48.5,2.43,0.0,0.2852,21.6643,2.094,45.9571,6.3964,2,0,0,0,1
2023-02-15,30.8536,-2.39,70.95,2.18,0.0,0.4533,34.0524,2.7702,28.0357,8.0298,2,0,0,0,1
2023-02-16,50.2321,-1.3,70.93,1.33,0.0,0.4264,31.0702,1.6607,16.2381,30.8536,2,0,0,0,1
2023-02-17,135.3512,0.0,76.3,0.81,0.0,1.0394,62.469,3.1893,16.944,50.2321,2,0,0,0,1
2023-02-18,125.9345,-0.37,71.91,2.48,0.94,0.8992,43.456,2.275,30.4714,135.3512,2,0,0,0,1
2023-02-19,5.3548,-0.28,41.67,3.15,0.0,0.1835,12.2595,2.1155,64.2881,125.9345,2,0,0,0,1
2023-02-20,4.869,-1.35,39.28,2.68,0.0,0.1838,16.4774,2.0274,57.431,5.3548,2,0,0,0,1
2023-02-21,18.4774,-2.1,51.42,2.05,0.0,0.3237,26.8012,2.5536,30.1071,4.869,2,0,0,0,1
2023-02-22,54.0083,1.37,60.94,1.04,0.0,0.6517,54.5333,3.3619,21.2845,18.4774,2,0,0,0,1
2023-02-23,89.0619,2.93,57.02,1.64,0.0,0.7881,65.4143,3.1381,18.4036,54.0083,2,0,0,0,1
2023-02-24,29.1179,0.23,40.45,2.53,0.0,0.356,26.644,2.1512,53.4667,89.0619,2,0,0,0,1
2023-02-25,9.219,0.74,34.91,2.23,0.0,0.2281,21.994,2.719,51.8583,29.1179,2,0,0,0,1
2023-02-26,61.4393,2.8,46.7,2.26,0.0,0.5177,38.3464,3.3905,45.4881,9.219,2,0,0,0,1
2023-02-27,129.9929,3.68,72.76,2.28,0.0,0.8604,52.7571,3.9179,43.6702,61.4393,2,0,0,0,1
2023-02-28,58.7655,4.92,49.46,3.4,0.0,0.4763,31.0381,2.219,52.4083,129.9929,2,0,0,0,1
2023-03-01,4.8726,1.4,35.1,3.7,0.0,0.218,18.469,2.25,57.7274,58.7655,3,1,0,0,0
2023-03-02,19.5357,4.49,35.61,2.23,0.0,0.3592,35.9655,2.706,40.8143,4.8726,3,1,0,0,0
2023-03-03,34.1048,7.86,31.12,3.08,0.0,0.4682,41.6726,2.4702,40.8357,19.5357,3,1,0,0,0
2023-03-04,104.4274,5.42,55.75,1.76,0.0,1.2025,54.9583,7.7631,47.6988,34.1048,3,1,0,0,0
2023-03-05,162.1417,4.9,68.17,1.59,0.0,1.4229,45.8321,3.6155,60.4155,104.4274,3,1,0,0,0
2023-03-06,132.0881,10.15,35.99,2.59,0.0,1.1012,43.4345,2.4619,62.925,162.1417,3,1,0,0,0
2023-03-07,149.5155,10.82,42.16,1.75,0.0,1.2657,55.944,6.0952,79.5429,132.0881,3,1,0,0,0
2023-03-08,75.2988,10.27,40.92,3.06,0.0,0.6806,31.3226,3.331,74.556,149.5155,3,1,0,0,0
2023-03-09,42.0214,11.38,39.33,1.89,0.0,0.5204,46.3262,2.9881,40.0393,75.2988,3,1,0,0,0
2023-03-10,81.2381,13.14,34.29,3.88,0.0,0.5161,38.0143,2.9595,48.4536,42.0214,3,1,0,0,0
2023-03-11,19.6607,7.48,29.65,3.13,0.2,0.2113,10.9393,2.3583,64.7988,81.2381,3,1,0,0,0
2023-03-12,8.8381,3.99,17.6,3.79,0.0,0.1925,8.2286,2.1702,68.194,19.6607,3,1,0,0,0
2023-03-13,30.9857,5.99,35.05,1.39,0.03,0.4468,45.7333,2.5548,22.4286,8.8381,3,1,0,0,0
2023-03-14,41.6821,7.74,28.44,4.97,0.0,0.449,34.0214,3.125,43.1595,30.9857,3,1,0,0,0
2023-03-15,17.0726,2.95,19.17,4.29,0.0,0.1643,5.8929,2.3762,70.3345,41.6821,3,1,0,0,0
2023-03-16,10.2381,2.2,31.3,2.29,0.0,0.2336,17.9893,2.1702,41.956,17.0726,3,1,0,0,0
2023-03-17,29.6929,3.26,63.29,1.43,0.0,0.2925,21.7905,1.8214,18.1369,10.2381,3,1,0,0,0
2023-03-18,21.356,6.58,28.04,2.28,0.0,0.3135,27.7083,2.0857,52.1988,29.6929,3,1,0,0,0
2023-03-19,52.3464,5.32,56.33,2.34,0.28,0.4273,36.4036,2.2571,50.9381,21.356,3,1,0,0,0
2023-03-20,111.1321,8.67,74.67,1.78,0.09,0.6356,42.8,2.7298,49.3464,52.3464,3,1,0,0,0
2023-03-21,121.9333,10.28,76.01,2.25,0.06,0.7504,40.6214,2.4631,58.819,111.1321,3,1,0,0,0
2023-03-22,150.3869,8.45,22.61,4.78,0.0,0.2874,14.031,2.6571,68.2571,121.9333,3,1,0,0,0
2023-03-23,34.2869,5.04,21.69,2.81,0.0,0.1937,10.825,2.8143,66.3726,150.3869,3,1,0,0,0
2023-03-24,19.2607,4.01,26.26,2.17,0.03,0.2818,19.2964,2.5881,58.4988,34.2869,3,1,0,0,0
2023-03-25,24.2679,5.67,39.11,1.61,0.71,0.3093,24.4512,2.0,52.8286,19.2607,3,1,0,0,0
2023-03-26,22.7548,5.96,31.03,1.96,0.01,0.2802,24.5798,2.0488,58.6643,24.2679,3,1,0,0,0
2023-03-27,21.1548,9.57,29.57,2.78,0.0,0.2654,26.0,2.2798,57.3214,22.7548,3,1,0,0,0
2023-03-28,60.531,10.36,45.16,2.1,0.0,0.6563,43.1964,5.2024,63.2536,21.1548,3,1,0,0,0
2023-03-29,87.2536,14.63,27.76,1.95,0.0,0.665,45.2595,3.7548,88.225,60.531,3,1,0,0,0
2023-03-30,74.7167,15.24,28.24,2.64,0.0,0.5649,36.6857,3.6393,106.006,87.2536,3,1,0,0,0
2023-03-31,54.6202,14.89,44.07,3.0,0.0,0.4182,28.3238,2.8464,107.7774,74.7167,3,1,0,0,0
2023-04-01,52.5667,14.95,55.33,2.73,0.01,0.422,27.3786,2.5667,99.7452,54.6202,4,1,0,0,0
2023-04-02,73.6274,14.56,57.36,2.82,1.39,0.6393,41.2488,5.1083,76.9524,52.5667,4,1,0,0,0
2023-04-03,44.1548,10.59,56.97,1.92,0.79,0.6207,29.0321,4.5083,94.1786,73.6274,4,1,0,0,0
2023-04-04,17.3452,7.02,58.59,5.12,8.83,0.3308,12.3429,2.6095,77.5667,44.1548,4,1,0,0,0
2023-04-05,18.3119,10.81,51.52,2.45,0.58,0.2665,15.2214,2.3619,74.906,17.3452,4,1,0,0,0
2023-04-06,14.619,11.18,40.23,3.85,1.24,0.2325,10.775,2.4119,71.95,18.3119,4,1,0,0,0
2023-04-07,5.0738,7.57,24.81,4.08,0.0,0.1889,8.2321,2.3929,72.675,14.619,4,1,0,0,0
2023-04-08,13.2893,11.85,26.15,3.76,0.1,0.2126,19.9298,2.2238,64.3131,5.0738,4,1,0,0,0
2023-04-09,58.4917,14.51,39.97,1.88,0.0,0.4495,36.2893,2.9345,68.2702,13.2893,4,1,0,0,0
2023-04-10,108.0429,16.88,28.91,3.97,0.0,0.5398,40.6298,2.7583,57.5405,58.4917,4,1,0,0,0
2023-04-11,111.1119,10.63,15.24,6.16,0.0,0.2165,6.2238,2.7619,80.9536,108.0429,4,1,0,0,0
2023-04-12,110.081,11.69,27.51,3.45,0.0,0.34,28.6393,2.5786,50.6012,111.1119,4,1,0,0,0
2023-04-13,164.3369,17.37,39.4,2.02,0.0,0.5619,45.6893,2.8024,42.0905,110.081,4,1,0,0,0
2023-04-14,80.6714,14.4,25.56,3.87,0.0,0.3931,24.4631,2.6619,64.4024,164.3369,4,1,0,0,0
2023-04-15,27.3583,11.55,21.05,2.67,0.0,0.2129,16.7714,2.5417,67.8905,80.6714,4,1,0,0,0
2023-04-16,19.644,13.18,28.99,3.25,0.0,0.2027,20.4476,2.2821,67.9667,27.3583,4,1,0,0,0
2023-04-17,39.4488,14.25,54.63,1.64,0.0,0.4889,29.1071,4.119,71.0464,19.644,4,1,0,0,0
2023-04-18,32.9155,17.52,45.69,3.14,0.0,0.5105,34.0619,2.4155,74.4119,39.4488,4,1,0,0,0
2023-04-19,35.1048,17.84,54.47,2.7,0.0,0.4985,31.1619,3.0155,95.8202,32.9155,4,1,0,0,0
2023-04-20,21.5429,16.22,26.33,4.5,0.72,0.2331,12.6869,2.6643,79.219,35.1048,4,1,0,0,0
2023-04-21,11.1333,11.52,38.31,2.77,1.81,0.2136,9.8071,2.475,76.8143,21.5429,4,1,0,0,0
2023-04-22,18.4417,10.68,54.68,1.88,0.37,0.2614,14.2464,2.4714,53.731,11.1333,4,1,0,0,0
2023-04-23,27.9893,11.47,38.99,2.23,0.0,0.4033,28.3988,2.5452,49.4821,18.4417,4,1,0,0,0
2023-04-24,27.325,11.67,49.96,3.54,0.2,0.3496,23.4893,2.4202,68.3071,27.9893,4,1,0,0,0
2023-04-25,31.1381,12.35,41.22,4.05,0.64,0.2868,13.3095,2.4179,62.6369,27.325,4,1,0,0,0
2023-04-26,14.0488,12.29,29.64,3.16,0.14,0.2431,23.2214,2.1357,69.4024,31.1381,4,1,0,0,0
2023-04-27,50.125,14.45,68.84,1.19,4.36,0.5242,37.4202,2.7298,56.4857,14.0488,4,1,0,0,0
2023-04-28,36.019,15.34,54.95,3.59,5.55,0.315,16.2131,2.4595,57.9012,50.125,4,1,0,0,0
2023-04-29,10.8679,15.62,30.53,4.46,0.42,0.2015,12.9012,2.3905,70.5238,36.019,4,1,0,0,0
2023-04-30,13.681,16.0,31.85,2.45,0.13,0.2149,19.456,2.2976,74.3048,10.8679,4,1,0,0,0
2023-05-01,38.7226,18.06,41.25,2.69,0.01,0.4676,28.3083,3.8262,97.2083,13.681,5,1,0,0,0
2023-05-02,40.275,21.28,51.12,3.03,0.32,0.5682,23.2036,3.6393,113.5988,38.7226,5,1,0,0,0
2023-05-03,41.919,20.98,51.59,2.35,0.0,0.6432,24.6798,3.9274,121.9095,40.275,5,1,0,0,0
2023-05-04,31.6869,16.66,76.66,2.25,1.16,0.6282,15.5238,2.4917,79.9452,41.919,5,1,0,0,0
2023-05-05,9.5643,17.38,56.48,3.67,1.83,0.3264,11.8595,2.6964,55.3476,31.6869,5,1,0,0,0
2023-05-06,7.5048,16.71,37.56,2.18,0.0,0.2225,16.8595,2.6595,72.1821,9.5643,5,1,0,0,0
2023-05-07,11.6369,18.17,26.51,2.73,0.14,0.2538,22.7095,2.3226,68.8893,7.5048,5,1,0,0,0
2023-05-08,19.0869,20.11,24.0,2.13,0.0,0.278,25.2821,2.275,88.8702,11.6369,5,1,0,0,0
2023-05-09,26.656,19.97,29.72,2.82,0.0,0.3787,26.6226,2.9429,96.619,19.0869,5,1,0,0,0
2023-05-10,21.3167,20.81,36.42,2.51,0.13,0.3533,28.4238,2.6464,95.2333,26.656,5,1,0,0,0
2023-05-11,41.6833,20.48,41.93,2.68,0.65,0.4406,29.6833,3.175,111.7,21.3167,5,1,0,0,0
2023-05-12,38.0131,21.58,35.48,2.61,1.04,0.4775,30.2524,2.669,79.8357,41.6833,5,1,0,0,0
2023-05-13,9.8738,22.02,35.96,2.74,0.01,0.2781,21.1274,2.4607,78.2905,38.0131,5,1,0,0,0
2023-05-14,31.2702,23.79,40.14,2.07,0.0,0.4685,27.2381,3.1631,113.0917,9.8738,5,1,0,0,0
2023-05-15,52.1405,26.48,33.5,2.7,0.0,0.7643,24.1833,3.2238,152.4631,31.2702,5,1,0,0,0
2023-05-16,46.5262,27.16,34.46,2.63,0.13,0.6055,18.344,2.4381,133.2798,52.1405,5,1,0,0,0
2023-05-17,28.5262,22.98,46.41,3.24,0.37,0.466,14.481,2.3905,102.5726,46.5262,5,1,0,0,0
2023-05-18,18.3202,21.29,43.97,3.16,0.01,0.4796,19.8214,2.5298,83.869,28.5262,5,1,0,0,0
2023-05-19,41.1929,21.21,53.46,2.61,5.25,0.7545,26.8179,2.5845,34.9226,18.3202,5,1,0,0,0
2023-05-20,49.931,18.61,16.07,5.35,0.02,0.2339,9.7321,2.8143,66.1607,41.1929,5,1,0,0,0
2023-05-21,32.7095,19.84,28.76,3.18,0.0,0.2056,9.6726,2.5214,77.2798,49.931,5,1,0,0,0
2023-05-22,13.6833,22.66,27.85,2.23,0.0,0.1954,15.9095,2.5143,74.0321,32.7095,5,1,0,0,0
2023-05-23,13.8643,23.73,23.87,2.71,0.0,0.2545,21.8524,2.3988,85.0107,13.6833,5,1,0,0,0
2023-05-24,29.4964,23.11,32.65,3.1,1.07,0.4269,15.9762,3.35,125.656,13.8643,5,1,0,0,0
2023-05-25,33.75,21.6,43.75,1.94,3.52,0.3979,15.7583,2.4464,94.9214,29.4964,5,1,0,0,0
2023-05-26,45.3,22.69,47.22,2.57,0.38,0.5045,24.3881,2.3857,100.0107,33.75,5,1,0,0,0
2023-05-27,58.2214,19.28,76.26,1.78,8.95,0.6588,19.1286,2.5631,84.1143,45.3,5,1,0,0,0
2023-05-28,26.5274,21.14,65.2,1.41,0.05,0.4338,13.6857,2.6083,99.7738,58.2214,5,1,0,0,0
2023-05-29,27.631,25.32,46.11,2.23,0.0,0.476,17.6071,2.544,120.0988,26.5274,5,1,0,0,0
2023-05-30,32.6833,22.84,48.53,1.87,5.02,0.5015,20.1869,2.4964,86.1012,27.631,5,1,0,0,0
2023-05-31,39.5024,21.15,54.64,1.93,0.0,0.5781,25.7548,2.6012,78.7476,32.6833,5,1,0,0,0
2023-06-01,27.8548,23.67,34.61,3.54,0.0,0.3865,20.4917,2.5548,76.7988,39.5024,6,0,1,0,0
2023-06-02,7.8238,24.37,34.19,2.17,0.05,0.2025,12.4238,2.4619,93.0024,27.8548,6,0,1,0,0
2023-06-03,10.1369,26.32,32.51,1.46,0.04,0.2511,20.744,2.2905,90.4,7.8238,6,0,1,0,0
2023-06-04,10.2417,26.45,27.48,2.54,0.0,0.2345,18.0321,2.2905,93.1214,10.1369,6,0,1,0,0
2023-06-05,18.5202,28.25,25.38,2.44,0.05,0.3374,19.9036,2.2155,110.9881,10.2417,6,0,1,0,0
2023-06-06,11.3417,27.81,21.2,2.72,0.06,0.2218,13.8,2.3512,99.319,18.5202,6,0,1,0,0
2023-06-07,16.9607,29.56,21.73,3.18,0.01,0.3245,22.025,2.3524,104.6036,11.3417,6,0,1,0,0
2023-06-08,10.756,26.9,16.54,3.27,0.03,0.2412,13.7667,2.3464,92.3381,16.9607,6,0,1,0,0
2023-06-09,8.1952,26.55,19.5,3.6,0.0,0.2315,18.3905,2.4595,67.2333,10.756,6,0,1,0,0
2023-06-10,5.294,24.16,29.25,2.71,0.0,0.2143,11.7536,2.4786,82.0405,8.1952,6,0,1,0,0
2023-06-11,9.8238,23.11,39.43,1.28,0.61,0.3681,16.3,2.4143,82.0798,5.294,6,0,1,0,0
2023-06-12,13.6452,24.05,43.01,1.58,0.56,0.3594,13.15,2.544,90.6262,9.8238,6,0,1,0,0
2023-06-13,7.0012,26.63,35.23,2.22,0.0,0.2588,17.8524,2.2857,96.6179,13.6452,6,0,1,0,0
2023-06-14,23.8179,28.39,36.03,2.16,0.0,0.5367,21.1488,2.7786,149.3821,7.0012,6,0,1,0,0
2023-06-15,29.156,29.9,36.43,2.34,0.0,0.659,19.7393,4.3869,181.7988,23.8179,6,0,1,0,0
2023-06-16,37.3929,31.34,32.99,2.77,0.0,0.7135,19.1536,3.9167,192.206,29.156,6,0,1,0,0
2023-06-17,34.3988,31.21,39.14,2.42,0.0,0.4757,23.2976,2.7726,164.694,37.3929,6,0,1,0,0
2023-06-18,42.856,29.2,42.74,2.32,0.03,0.6161,13.8595,2.7369,171.775,34.3988,6,0,1,0,0
2023-06-19,44.2833,25.71,50.21,2.45,3.86,0.5699,17.506,2.894,104.7369,42.856,6,0,1,0,0
2023-06-20,17.9667,27.6,41.95,1.95,0.13,0.347,14.4452,2.6381,92.6024,44.2833,6,0,1,0,0
2023-06-21,8.6095,30.69,22.34,2.09,0.0,0.2726,26.5167,2.4238,91.9083,17.9667,6,0,1,0,0
2023-06-22,17.1631,33.17,18.19,2.39,0.0,0.3198,27.1762,2.3524,129.9619,8.6095,6,0,1,0,0
2023-06-23,28.1452,33.27,24.03,2.81,0.68,0.5135,24.4226,3.356,159.05,17.1631,6,0,1,0,0
2023-06-24,28.8333,33.17,26.78,3.16,0.03,0.4656,21.3036,3.0226,150.3738,28.1452,6,0,1,0,0
2023-06-25,33.1024,29.5,42.93,2.59,0.0,0.6493,15.6381,3.3583,143.4262,28.8333,6,0,1,0,0
2023-06-26,21.9274,28.58,50.2,1.36,3.88,0.4335,13.2464,2.3131,102.1214,33.1024,6,0,1,0,0
2023-06-27,17.3726,31.1,39.26,1.95,0.0,0.4125,20.075,2.2893,134.8976,21.9274,6,0,1,0,0
2023-06-28,23.8845,27.44,60.14,1.32,13.59,0.4888,20.5,2.5464,101.169,17.3726,6,0,1,0,0
2023-06-29,14.9357,29.13,40.55,1.88,0.01,0.358,18.8786,2.4512,109.325,23.8845,6,0,1,0,0
2023-06-30,20.444,31.31,31.15,2.29,0.0,0.4674,25.3238,2.6488,159.369,14.9357,6,0,1,0,0
2023-07-01,22.3893,31.24,31.64,2.57,0.0,0.4439,22.2524,2.8833,162.894,20.444,7,0,1,0,0
2023-07-02,29.7452,31.31,38.84,2.18,0.0,0.4921,23.4595,2.7821,172.0405,22.3893,7,0,1,0,0
2023-07-03,36.2119,28.57,57.26,1.6,3.55,0.7799,13.3619,2.4571,127.0429,29.7452,7,0,1,0,0
2023-07-04,14.5583,26.45,64.5,1.31,19.87,0.423,9.269,2.7345,113.8262,36.2119,7,0,1,0,0
2023-07-05,15.3631,29.87,34.16,2.66,0.0,0.3338,22.4083,2.4405,91.3595,14.5583,7,0,1,0,0
2023-07-06,12.9381,31.51,29.92,3.34,0.0,0.3163,27.1571,2.2214,113.4488,15.3631,7,0,1,0,0
2023-07-07,13.1155,30.22,38.27,2.17,0.03,0.3492,16.156,2.2524,102.6952,12.9381,7,0,1,0,0
2023-07-08,6.0774,30.05,37.52,2.67,0.01,0.2739,12.756,2.3583,84.85,13.1155,7,0,1,0,0
2023-07-09,6.3143,31.06,36.6,2.19,0.0,0.2683,14.7821,2.4393,93.9655,6.0774,7,0,1,0,0
2023-07-10,17.4036,31.73,37.81,1.92,0.11,0.4513,18.694,2.8381,142.375,6.3143,7,0,1,0,0
2023-07-11,19.7655,27.93,59.15,2.64,9.87,0.5681,10.506,2.4869,157.6583,17.4036,7,0,1,0,0
2023-07-12,21.8405,23.16,84.76,1.42,27.07,0.7039,10.8536,2.794,86.225,19.7655,7,0,1,0,0
2023-07-13,11.9274,24.02,86.37,1.25,13.17,0.5624,11.425,3.1155,72.6024,21.8405,7,0,1,0,0
2023-07-14,15.4524,28.08,51.31,3.78,0.01,0.4288,10.794,2.6393,71.9881,11.9274,7,0,1,0,0
2023-07-15,7.2095,27.17,43.0,4.17,0.01,0.2731,7.6012,2.5024,89.5952,15.4524,7,0,1,0,0
2023-07-16,10.7821,28.95,40.26,2.39,0.0,0.2882,14.106,2.5107,91.1571,7.2095,7,0,1,0,0
2023-07-17,21.6976,28.76,49.09,2.01,0.0,0.4583,19.969,2.4667,130.5393,10.7821,7,0,1,0,0
2023-07-18,28.3119,29.27,49.97,2.08,0.01,0.5031,20.6536,2.4048,132.3881,21.6976,7,0,1,0,0
2023-07-19,32.8024,30.3,44.13,1.91,0.0,0.4987,19.5774,2.3845,143.8548,28.3119,7,0,1,0,0
2023-07-20,34.5619,29.5,52.71,1.95,1.36,0.5295,20.9786,2.6571,135.4464,32.8024,7,0,1,0,0
2023-07-21,30.5833,22.88,88.7,2.46,11.48,0.633,12.1179,2.625,94.7131,34.5619,7,0,1,0,0
2023-07-22,22.5631,23.79,84.62,1.53,21.26,0.5563,10.1679,2.644,63.9607,30.5833,7,0,1,0,0
2023-07-23,17.1595,27.52,61.9,1.41,2.22,0.4932,14.8702,2.5,80.8143,22.5631,7,0,1,0,0
2023-07-24,30.3881,28.02,64.74,1.96,14.5,0.5586,16.1833,2.4905,119.5976,17.1595,7,0,1,0,0
2023-07-25,8.2738,28.13,71.16,1.63,3.67,0.3574,10.9357,2.4393,126.3262,30.3881,7,0,1,0,0
2023-07-26,29.7143,27.49,76.46,1.59,7.88,0.5818,13.6345,2.5202,105.6869,8.2738,7,0,1,0,0
2023-07-27,24.1012,27.97,80.46,1.48,13.0,0.4785,15.1,2.4762,93.7369,29.7143,7,0,1,0,0
2023-07-28,10.456,26.55,76.35,0.8,7.02,0.3705,14.669,2.5226,67.9679,24.1012,7,0,1,0,0
2023-07-29,15.1429,25.62,82.69,1.03,7.94,0.4621,14.8452,2.6298,40.0095,10.456,7,0,1,0,0
2023-07-30,4.0512,23.81,94.71,3.58,97.29,0.3615,6.4631,2.575,27.1298,15.1429,7,0,1,0,0
2023-07-31,9.7893,24.43,96.0,3.94,69.33,0.356,6.8869,2.4143,25.0226,4.0512,7,0,1,0,0
2023-08-01,16.3321,26.01,93.15,2.23,37.7,0.398,9.1381,2.0976,28.3179,9.7893,8,0,1,0,0
2023-08-02,21.7536,27.19,92.11,2.77,8.35,0.4087,7.9726,2.3905,55.8345,16.3321,8,0,1,0,0
2023-08-03,35.7369,28.88,88.51,1.66,4.7,0.4933,9.2226,2.4476,69.8369,21.7536,8,0,1,0,0
2023-08-04,25.0464,28.55,78.73,1.4,3.29,0.4675,12.6952,2.9524,68.7952,35.7369,8,0,1,0,0
2023-08-05,13.5071,26.52,80.19,2.02,0.54,0.37,13.9167,2.4202,65.6881,25.0464,8,0,1,0,0
