date,PM2.5,WindSpeed,Humidity,NO2,CO,O3,Precipitation,Temperature,Lag_PM2.5,month
2023-08-25,14.2667,1.18,71.26,14.525,0.4162,67.4512,0.9,22.43,9.6024,8
2023-08-26,13.5464,0.99,76.25,14.6345,0.46,70.5655,1.89,22.27,14.2667,8
2023-08-27,21.1905,0.88,79.18,17.906,0.5771,60.1131,1.07,21.54,13.5464,8
2023-08-28,10.6845,1.69,68.6,15.919,0.4015,58.5429,0.01,22.34,21.1905,8
2023-08-29,9.8881,1.76,68.66,16.0345,0.3114,58.6881,0.0,21.25,10.6845,8
2023-08-30,13.4821,1.37,72.62,18.5702,0.339,62.7119,0.13,22.18,9.8881,8
2023-08-31,19.3964,1.45,74.1,15.2988,0.4562,68.0131,0.97,22.19,13.4821,8
2023-09-01,18.5452,1.43,70.43,16.9143,0.534,69.169,1.6,22.54,19.3964,9
2023-09-02,25.1762,1.37,78.34,22.425,0.5314,74.1869,16.98,22.81,18.5452,9
2023-09-03,26.9238,0.85,82.28,14.9405,0.5467,93.019,6.32,23.86,25.1762,9
2023-09-04,44.5048,1.18,78.52,19.5393,0.6432,90.8881,0.05,24.95,26.9238,9
2023-09-05,67.9167,1.21,81.71,17.9464,0.7904,103.231,0.0,25.13,44.5048,9
2023-09-06,58.1631,1.28,80.58,18.2095,0.701,100.7,0.0,24.99,67.9167,9
2023-09-07,56.1738,1.74,77.87,16.1107,0.6514,98.5714,0.06,24.67,58.1631,9
2023-09-08,66.8798,1.16,82.67,19.9214,0.7588,61.0429,10.74,23.93,56.1738,9
2023-09-09,15.4,1.51,94.8,8.8679,0.4577,80.4357,45.26,20.88,66.8798,9
2023-09-10,19.1488,1.45,90.23,10.0571,0.5299,78.4679,2.62,21.04,15.4,9
2023-09-11,24.8476,1.62,78.64,14.5702,0.5283,58.6095,0.02,20.6,19.1488,9
2023-09-12,5.0488,1.88,67.29,17.4036,0.3115,54.6881,0.0,19.46,24.8476,9
2023-09-13,12.7786,1.74,75.09,22.8607,0.4252,64.1988,0.0,19.75,5.0488,9
2023-09-14,22.7893,1.61,80.47,24.4083,0.4679,79.1071,0.0,20.24,12.7786,9
2023-09-15,28.481,1.65,73.96,27.0274,0.5345,90.9095,0.0,20.81,22.7893,9
2023-09-16,45.0393,1.37,79.69,26.8679,0.5942,96.6845,0.0,21.78,28.481,9
2023-09-17,50.4214,1.7,82.44,22.6381,0.6086,81.8298,3.94,22.38,45.0393,9
2023-09-18,19.8976,1.59,72.42,18.2238,0.4739,79.369,0.48,21.7,50.4214,9
2023-09-19,7.9321,2.03,64.64,21.5095,0.3239,35.2988,0.03,17.86,19.8976,9
2023-09-20,6.8107,1.53,67.15,19.7869,0.3087,39.8512,0.06,18.48,7.9321,9
2023-09-21,15.9167,1.47,67.96,25.6,0.4031,58.9857,0.11,19.38,6.8107,9
2023-09-22,9.2583,2.32,67.66,17.8452,0.3136,59.2417,0.32,19.27,15.9167,9
2023-09-23,12.7548,1.31,65.14,24.8381,0.4411,45.1381,0.27,17.84,9.2583,9
2023-09-24,19.8357,0.93,68.4,30.1643,0.5279,32.6369,1.03,15.22,12.7548,9
2023-09-25,23.8476,1.01,75.77,26.4917,0.5117,30.7464,0.01,16.34,19.8357,9
2023-09-26,41.8369,0.95,75.75,30.6036,0.6233,36.9393,0.0,19.01,23.8476,9
2023-09-27,31.0036,1.98,59.26,25.6702,0.5064,38.7274,0.0,17.95,41.8369,9
2023-09-28,7.5476,1.95,51.83,27.7345,0.3054,33.7369,0.0,16.36,31.0036,9
2023-09-29,16.2369,1.78,58.27,24.9738,0.3549,45.1857,0.0,17.71,7.5476,9
2023-09-30,3.7643,2.23,54.86,11.4417,0.2213,50.6667,0.0,16.14,16.2369,9
2023-10-01,8.3845,2.01,53.9,19.6405,0.2506,41.4119,0.0,16.09,3.7643,10
2023-10-02,23.6167,1.39,70.47,28.8845,0.418,43.0333,0.0,15.24,8.3845,10
2023-10-03,29.9405,1.55,65.42,22.419,0.504,62.4881,1.75,17.87,23.6167,10
2023-10-04,8.356,2.98,49.31,17.1679,0.2873,41.7452,0.16,16.16,29.9405,10
2023-10-05,6.8821,1.8,48.68,20.6929,0.2489,32.8869,0.0,12.91,8.356,10
2023-10-06,13.7131,1.21,54.96,25.1929,0.3221,28.869,0.0,14.43,6.8821,10
2023-10-07,32.7,1.92,64.78,33.0917,0.4964,40.0667,0.48,14.83,13.7131,10
2023-10-08,25.7119,1.73,66.74,29.2024,0.4004,36.1631,2.53,15.29,32.7,10
2023-10-09,5.8595,2.66,56.86,15.3048,0.2719,47.3821,0.01,15.69,25.7119,10
2023-10-10,11.3262,1.53,60.41,24.1762,0.3864,45.8012,0.0,15.52,5.8595,10
2023-10-11,26.8667,1.54,66.15,32.15,0.4768,55.0083,0.01,15.52,11.3262,10
2023-10-12,62.2262,0.74,83.38,45.6452,0.6561,26.95,0.85,14.35,26.8667,10
2023-10-13,35.844,2.01,67.58,27.525,0.482,30.3083,0.06,14.4,62.2262,10
2023-10-14,6.3167,2.34,48.76,25.206,0.297,39.0643,0.0,14.39,35.844,10
2023-10-15,8.5738,2.22,47.31,23.3774,0.2865,36.0738,0.0,14.29,6.3167,10
2023-10-16,12.4083,1.71,53.04,21.6857,0.3777,39.7345,0.0,11.94,8.5738,10
2023-10-17,30.6631,1.32,68.43,31.25,0.5461,44.794,0.94,14.39,12.4083,10
2023-10-18,14.6333,3.06,52.15,18.594,0.3476,45.2583,0.93,15.19,30.6631,10
2023-10-19,3.7333,3.9,40.89,12.2405,0.2104,40.2202,0.78,11.76,14.6333,10
2023-10-20,5.2393,2.87,43.27,13.6655,0.2383,39.4583,0.0,9.26,3.7333,10
2023-10-21,12.3262,2.67,44.02,29.8226,0.3111,27.081,0.0,11.34,5.2393,10
2023-10-22,21.7929,1.83,49.3,38.0405,0.418,26.494,0.0,12.74,12.3262,10
2023-10-23,76.1786,1.36,60.14,54.7619,0.7468,29.9083,0.0,13.44,21.7929,10
2023-10-24,105.0048,1.93,53.79,48.1286,0.8499,51.7964,0.0,14.24,76.1786,10
2023-10-25,61.1762,2.84,45.34,48.381,0.6782,46.9095,0.0,16.09,105.0048,10
2023-10-26,9.3452,1.77,50.77,31.1262,0.3767,31.944,0.0,12.37,61.1762,10
2023-10-27,24.419,1.61,50.17,43.0119,0.5124,22.9464,0.0,13.6,9.3452,10
2023-10-28,57.5476,1.41,61.74,48.9821,0.8186,34.6976,0.0,13.06,24.419,10
2023-10-29,122.1095,1.18,75.27,40.9095,1.1789,42.4298,0.0,13.88,57.5476,10
2023-10-30,102.9786,2.09,62.46,30.8083,1.0276,62.2774,0.0,13.48,122.1095,10
2023-10-31,77.8619,1.46,65.49,26.2679,0.8432,46.0369,0.0,13.85,102.9786,10
2023-11-01,122.2321,1.57,70.24,31.5619,1.0782,53.3905,0.0,14.42,77.8619,11
2023-11-02,65.1048,2.71,57.24,16.4155,0.7342,54.6833,0.0,15.08,122.2321,11
2023-11-03,4.975,2.41,57.67,16.7107,0.2718,35.994,0.0,8.84,65.1048,11
2023-11-04,21.2655,1.27,74.39,31.825,0.4814,20.6512,0.03,8.89,4.975,11
2023-11-05,18.819,2.62,79.57,22.4714,0.4457,29.4893,7.75,8.21,21.2655,11
2023-11-06,9.3119,4.93,42.97,7.4893,0.2043,46.7607,0.01,2.87,18.819,11
2023-11-07,18.85,1.7,58.33,30.1155,0.3383,21.3929,0.02,3.5,9.3119,11
2023-11-08,29.2536,1.85,55.18,36.344,0.4582,19.131,0.0,5.7,18.85,11
2023-11-09,4.8548,4.33,35.77,8.3726,0.2368,48.4976,0.0,0.89,29.2536,11
2023-11-10,5.5262,1.64,39.14,13.5119,0.2317,37.144,0.0,-0.94,4.8548,11
2023-11-11,7.5071,2.0,46.52,16.6702,0.2435,32.4167,0.0,-0.99,5.5262,11
2023-11-12,5.3714,3.01,46.09,8.3179,0.2,46.1321,0.0,-1.36,7.5071,11
2023-11-13,19.3107,2.03,50.75,27.5107,0.3076,28.6155,0.0,0.38,5.3714,11
2023-11-14,35.1452,1.62,48.4,43.3238,0.491,17.2571,0.0,2.85,19.3107,11
2023-11-15,47.2583,1.39,61.66,51.1714,0.6433,9.1726,0.0,2.59,35.1452,11
2023-11-16,6.356,3.92,44.62,9.1321,0.1964,50.381,0.0,2.31,47.2583,11
2023-11-17,3.2036,4.11,37.88,6.4774,0.2035,48.0321,0.0,-0.24,6.356,11
2023-11-18,18.544,1.62,51.18,37.175,0.4018,19.2714,0.0,1.66,3.2036,11
2023-11-19,24.5131,2.72,43.2,36.294,0.4298,22.3845,0.0,7.02,18.544,11
2023-11-20,56.9893,1.38,64.47,58.5786,0.704,12.2274,0.0,5.7,24.5131,11
2023-11-21,108.1214,1.39,71.03,60.9702,0.9457,18.4452,0.0,5.49,56.9893,11
2023-11-22,76.4857,2.48,55.01,37.1548,0.6756,31.6714,0.0,5.71,108.1214,11
2023-11-23,3.2929,5.99,31.57,4.85,0.2157,48.5274,0.01,-1.5,76.4857,11
2023-11-24,9.1155,2.15,38.24,17.9107,0.3249,31.6929,0.0,-4.51,3.2929,11
2023-11-25,29.3679,1.96,57.27,43.4917,0.544,9.206,0.0,-2.87,9.1155,11
2023-11-26,36.9262,1.34,62.65,48.5167,0.6774,5.5393,0.0,-2.39,29.3679,11
2023-11-27,23.1226,2.86,53.31,28.481,0.5006,26.831,0.03,0.06,36.9262,11
2023-11-28,9.0464,2.12,45.42,20.2262,0.2532,39.9071,0.01,-2.48,23.1226,11
2023-11-29,4.8274,4.01,38.13,5.7048,0.1989,55.7988,0.0,-5.06,9.0464,11
2023-11-30,6.3298,3.03,44.08,11.3726,0.2074,48.3214,0.0,-5.31,4.8274,11
2023-12-01,16.2369,2.57,46.79,30.106,0.3265,31.219,0.0,-4.02,6.3298,12
2023-12-02,23.6917,2.48,42.8,39.4381,0.4729,22.9964,0.0,-0.26,16.2369,12
2023-12-03,34.0452,1.57,52.98,50.7726,0.6221,15.4119,0.0,-0.41,23.6917,12
2023-12-04,56.806,1.76,49.02,60.0619,0.8965,8.1536,0.0,1.83,34.0452,12
2023-12-05,70.031,0.92,58.91,66.2143,1.0619,9.194,0.0,1.73,56.806,12
2023-12-06,37.8583,1.99,46.19,21.7655,0.2874,38.7821,0.0,1.12,70.031,12
2023-12-07,84.6881,1.15,57.63,53.8821,0.6985,9.4381,0.0,2.09,37.8583,12
2023-12-08,81.8214,1.68,60.57,65.8321,1.0158,9.3321,0.0,3.5,84.6881,12
2023-12-09,37.7405,1.25,54.16,42.0762,0.7042,19.519,0.96,1.89,81.8214,12
2023-12-10,26.0786,1.44,47.9,34.1083,0.7145,14.825,2.46,-2.56,37.7405,12
2023-12-11,25.1595,1.06,74.64,25.544,0.5177,21.8512,3.51,-3.98,26.0786,12
2023-12-12,52.9417,1.79,74.38,36.9036,0.6661,8.4726,0.08,-7.32,25.1595,12
2023-12-13,74.4048,1.78,79.27,40.4702,1.1545,8.1429,1.94,-5.68,52.9417,12
2023-12-14,50.3595,1.64,80.02,28.144,0.957,18.3036,5.72,-5.88,74.4048,12
2023-12-15,8.4714,3.94,61.7,7.2143,0.296,50.1071,0.11,-9.19,50.3595,12
2023-12-16,5.7881,4.96,50.09,4.6381,0.248,53.9131,0.0,-14.02,8.4714,12
2023-12-17,15.0738,2.01,54.83,22.4821,0.3737,40.894,0.0,-12.58,5.7881,12
2023-12-18,46.5476,1.45,72.31,49.425,0.6277,17.1798,0.0,-11.7,15.0738,12
2023-12-19,20.8238,4.62,57.49,20.9952,0.3763,45.831,0.0,-13.22,46.5476,12
2023-12-20,6.5357,4.5,49.13,8.0167,0.2656,54.0107,0.0,-16.12,20.8238,12
2023-12-21,7.6845,5.18,52.56,10.4,0.2418,49.0345,0.0,-14.93,6.5357,12
2023-12-22,15.4167,2.61,57.24,30.8857,0.3652,32.1012,0.0,-11.76,7.6845,12
2023-12-23,23.6452,2.74,56.12,30.1512,0.4454,32.7702,0.0,-9.66,15.4167,12
2023-12-24,29.119,3.28,60.25,34.0048,0.457,32.5286,0.0,-8.82,23.6452,12
2023-12-25,45.0298,2.44,71.19,58.1571,0.7346,14.0464,0.0,-7.17,29.119,12
2023-12-26,34.3893,2.55,62.53,43.7024,0.5963,22.1571,0.0,-3.92,45.0298,12
2023-12-27,23.7583,1.26,65.16,41.6917,0.6275,15.506,0.0,-4.68,34.3893,12
2023-12-28,41.4357,2.14,66.03,47.2595,0.7525,13.2274,0.0,-3.52,23.7583,12
2023-12-29,90.806,1.04,74.36,63.4833,1.0799,9.6869,0.0,-2.85,41.4357,12
2023-12-30,119.1738,2.19,72.58,61.356,1.1587,16.8464,0.03,-1.8,90.806,12
2023-12-31,10.6869,2.57,58.97,18.5714,0.2658,49.3536,0.0,-3.39,119.1738,12
2024-01-01,66.0595,1.03,79.11,50.2036,0.7268,13.4298,0.0,-4.51,10.6869,1
2024-01-02,70.1548,2.9,62.89,50.881,0.869,12.575,0.0,-3.21,66.0595,1
2024-01-03,16.1798,2.81,57.5,29.8131,0.3545,33.819,0.0,-3.09,70.1548,1
2024-01-04,44.3036,2.71,60.14,42.1905,0.5986,25.2536,0.0,-2.18,16.1798,1
2024-01-05,19.1952,1.77,58.27,31.6595,0.3914,32.7393,0.0,-2.93,44.3036,1
2024-01-06,5.8107,3.95,48.22,10.7155,0.2524,44.3071,0.0,-5.14,19.1952,1
2024-01-07,11.731,2.12,53.43,22.3738,0.3129,29.9012,0.0,-7.84,5.8107,1
2024-01-08,38.1774,0.67,68.54,47.8774,0.6082,9.4893,0.0,-5.32,11.731,1
2024-01-09,28.9536,1.76,53.53,33.7036,0.4725,26.4476,0.16,-2.15,38.1774,1
2024-01-10,28.406,2.09,64.96,40.9643,0.52,23.444,0.0,-4.59,28.9536,1
2024-01-11,58.581,2.14,58.53,58.475,0.8968,12.0619,0.0,-0.45,28.406,1
2024-01-12,74.4905,1.22,57.77,63.2452,1.1736,11.3083,0.0,-0.94,58.581,1
2024-01-13,51.3821,1.66,71.89,43.7333,0.9624,15.0155,0.0,-3.06,74.4905,1
2024-01-14,7.4048,3.06,38.9,13.5548,0.2663,52.4798,0.0,-3.85,51.3821,1
2024-01-15,17.3548,1.84,50.32,36.3083,0.4408,23.8012,0.0,-5.02,7.4048,1
2024-01-16,50.1488,1.57,73.27,50.2964,0.7081,9.0726,0.07,-3.62,17.3548,1
2024-01-17,82.6929,0.72,81.27,58.8107,0.8443,5.6762,0.55,-1.79,50.1488,1
2024-01-18,68.7369,1.65,57.01,49.5869,0.916,11.3917,0.01,-3.16,82.6929,1
2024-01-19,40.1726,1.01,58.47,49.8095,0.8498,10.6821,0.25,-4.95,68.7369,1
2024-01-20,30.9036,1.71,61.22,37.7857,0.7079,23.4429,0.5,-6.17,40.1726,1
2024-01-21,5.394,5.52,38.29,5.7512,0.2252,58.8179,0.0,-10.72,30.9036,1
2024-01-22,5.4202,4.56,41.57,7.6333,0.2374,56.9048,0.0,-10.7,5.394,1
2024-01-23,5.944,5.66,42.86,10.2571,0.2242,53.9143,0.0,-8.33,5.4202,1
2024-01-24,10.0488,3.24,49.72,21.2167,0.2645,44.8536,0.0,-4.64,5.944,1
2024-01-25,12.644,3.55,41.78,21.0798,0.2992,45.7571,0.0,-3.6,10.0488,1
2024-01-26,15.2286,3.26,41.43,19.6536,0.3013,49.5738,0.0,-3.61,12.644,1
2024-01-27,16.319,2.93,46.82,23.9155,0.3194,44.9476,0.0,-4.86,15.2286,1
2024-01-28,26.4298,2.39,49.32,38.7774,0.4849,28.5262,0.0,-3.45,16.319,1
2024-01-29,58.4655,2.38,60.49,46.194,0.9035,18.9786,0.0,-4.28,26.4298,1
2024-01-30,86.5655,1.1,81.03,36.4321,1.0301,21.0702,0.0,-5.17,58.4655,1
2024-01-31,43.1845,2.14,54.23,23.856,0.5773,40.881,0.0,-5.07,86.5655,1
2024-02-01,19.4952,0.97,49.3,20.3821,0.3914,42.4345,0.0,-7.51,43.1845,2
2024-02-02,39.3786,1.02,59.39,36.5881,0.5951,19.306,0.0,-6.63,19.4952,2
2024-02-03,53.6774,1.07,55.85,41.4988,0.6817,20.1536,0.0,-3.66,39.3786,2
2024-02-04,71.3524,1.1,64.77,43.1024,0.9507,21.2905,0.24,-4.91,53.6774,2
2024-02-05,67.2012,1.15,65.55,31.3298,0.7795,36.7762,0.42,-2.74,71.3524,2
2024-02-06,36.4202,2.06,56.42,18.4702,0.4606,47.9095,0.03,-2.25,67.2012,2
2024-02-07,16.0857,2.64,46.26,9.7845,0.2879,65.2786,0.0,-2.86,36.4202,2
2024-02-08,16.531,2.22,49.24,11.9643,0.2982,63.5976,0.0,-2.62,16.0857,2
2024-02-09,35.656,3.4,48.63,16.0679,0.4582,59.7345,0.0,-1.43,16.531,2
2024-02-10,24.5048,2.76,46.34,8.594,0.2542,66.469,0.0,-2.12,35.656,2
2024-02-11,49.9917,2.56,47.4,19.0619,0.4233,50.7929,0.0,1.69,24.5048,2
2024-02-12,78.0071,1.31,58.67,28.0869,0.6573,53.531,0.0,2.74,49.9917,2
2024-02-13,104.1024,1.51,56.69,34.2155,0.8598,66.844,0.0,5.62,78.0071,2
2024-02-14,43.581,2.62,53.38,17.4214,0.4673,61.1464,0.0,2.96,104.1024,2
2024-02-15,8.494,2.5,46.65,8.2821,0.2452,63.7012,0.0,0.41,43.581,2
2024-02-16,41.5667,1.61,60.48,19.781,0.4938,48.3881,0.0,0.58,8.494,2
2024-02-17,63.325,1.47,79.74,28.2893,0.6482,42.1786,0.0,1.86,41.5667,2
2024-02-18,60.0893,2.56,74.03,23.7857,0.9156,38.9381,0.44,3.94,63.325,2
2024-02-19,6.7476,3.94,28.54,4.4845,0.1887,65.5905,0.0,-0.8,60.0893,2
2024-02-20,8.5488,2.22,35.46,7.2607,0.2499,56.5726,2.96,-3.95,6.7476,2
2024-02-21,10.8119,2.71,42.29,11.7262,0.2694,50.925,3.79,-4.0,8.5488,2
2024-02-22,5.0952,2.05,39.14,8.6452,0.2264,59.5548,0.06,-3.45,10.8119,2
2024-02-23,18.8738,1.22,52.09,28.0488,0.4927,37.6167,0.0,-2.72,5.0952,2
2024-02-24,38.4512,1.14,56.99,29.1452,0.5462,40.6357,0.0,-0.81,18.8738,2
2024-02-25,25.3214,2.64,40.38,15.994,0.2918,50.4821,0.0,0.22,38.4512,2
2024-02-26,47.2226,2.27,48.68,25.019,0.6948,48.7976,0.0,-1.5,25.3214,2
2024-02-27,42.0833,2.43,68.61,28.731,0.4686,41.5833,0.07,-0.19,47.2226,2
2024-02-28,43.1762,2.07,62.63,30.1631,0.4565,38.0357,0.01,0.22,42.0833,2
2024-02-29,11.6619,4.25,32.97,8.4119,0.2524,65.4774,0.0,-2.07,43.1762,2
2024-03-01,10.4143,2.17,39.51,14.8333,0.2417,55.6536,0.0,-2.47,11.6619,3
2024-03-02,28.1143,2.83,39.19,24.7429,0.3515,42.8583,0.0,1.08,10.4143,3
2024-03-03,25.3643,2.75,45.86,23.9667,0.466,48.8107,0.0,0.47,28.1143,3
2024-03-04,31.4202,1.56,59.69,27.6929,0.6398,47.4345,0.08,0.0,25.3643,3
2024-03-05,50.4607,1.38,68.53,23.9345,0.6336,48.9881,1.81,0.83,31.4202,3
2024-03-06,31.0571,2.01,45.75,22.8274,0.4119,48.7286,0.01,1.52,50.4607,3
2024-03-07,34.2321,3.88,48.35,23.9929,0.401,44.3333,0.0,2.04,31.0571,3
2024-03-08,7.131,2.64,38.85,14.5631,0.2232,58.1595,0.0,1.74,34.2321,3
2024-03-09,33.1821,1.59,42.06,36.9429,0.4465,39.6214,0.0,4.32,7.131,3
2024-03-10,77.4167,1.42,53.87,51.7274,0.6761,34.6833,0.0,4.86,33.1821,3
2024-03-11,49.6476,2.48,40.82,31.1869,0.4846,50.1905,0.0,6.86,77.4167,3
2024-03-12,27.6905,2.02,40.7,19.069,0.355,70.1881,0.0,5.47,49.6476,3
2024-03-13,35.4631,2.01,38.47,35.3798,0.392,53.1655,0.0,8.28,27.6905,3
2024-03-14,33.6905,2.58,36.69,34.0679,0.4163,58.8202,0.0,9.65,35.4631,3
2024-03-15,74.9381,2.51,48.35,34.3405,0.5869,81.069,0.0,10.25,33.6905,3
2024-03-16,63.5262,4.15,44.89,19.7238,0.6242,75.3488,0.2,9.46,74.9381,3
2024-03-17,7.4119,3.54,39.73,10.5405,0.1994,72.3667,0.12,5.96,63.5262,3
2024-03-18,37.8071,2.67,44.83,26.7667,0.3575,48.2976,0.0,7.22,7.4119,3
2024-03-19,13.7298,4.73,28.61,6.2119,0.1824,67.6381,0.0,5.6,37.8071,3
2024-03-20,13.0655,2.13,36.02,17.4667,0.2354,57.3595,0.0,6.15,13.7298,3
2024-03-21,43.8821,1.58,59.73,44.0488,0.4761,37.8857,0.07,5.9,13.0655,3
2024-03-22,35.0548,3.32,49.53,30.5643,0.4832,57.5476,0.0,9.77,43.8821,3
2024-03-23,48.8286,1.96,41.04,41.6179,0.6602,58.1595,0.0,10.86,35.0548,3
2024-03-24,58.5274,1.76,53.15,32.994,0.9748,54.4988,3.81,7.6,48.8286,3
2024-03-25,53.7881,1.29,62.83,22.5369,0.5588,51.6929,0.29,8.57,58.5274,3
2024-03-26,75.7,2.44,70.55,36.0357,0.72,22.2726,0.17,10.07,53.7881,3
2024-03-27,103.075,1.93,68.53,45.5631,0.9421,16.0595,1.42,9.56,75.7,3
2024-03-28,57.3417,4.2,24.35,14.225,0.2785,67.8048,0.01,8.63,103.075,3
2024-03-29,27.4512,3.57,32.16,13.7226,0.2269,70.694,0.06,10.38,57.3417,3
2024-03-30,13.4976,3.02,34.51,15.381,0.23,72.3774,0.0,10.93,27.4512,3
2024-03-31,40.5881,1.51,50.04,32.6917,0.6967,56.1214,0.0,12.92,13.4976,3
2024-04-01,40.7405,2.51,50.64,25.9952,0.7169,71.0464,0.0,9.79,40.5881,4
2024-04-02,43.719,1.92,54.58,25.0131,0.5292,85.6976,0.0,11.03,40.7405,4
2024-04-03,41.5238,2.23,45.08,26.3452,0.5042,74.0321,0.01,12.55,43.719,4
2024-04-04,37.6976,2.65,49.96,29.3619,0.5385,50.3464,1.46,9.78,41.5238,4
2024-04-05,38.4179,1.24,54.13,28.644,0.4542,66.1274,0.31,13.02,37.6976,4
2024-04-06,55.794,2.64,33.24,31.7488,0.4792,72.894,0.0,16.61,38.4179,4
2024-04-07,15.1988,2.51,30.69,24.2095,0.2593,61.0286,0.0,18.44,55.794,4
2024-04-08,26.3881,3.6,35.37,28.5679,0.4298,56.3381,0.16,15.18,15.1988,4
2024-04-09,20.9107,2.9,45.69,20.4893,0.3938,63.0214,0.44,10.5,26.3881,4
2024-04-10,36.4512,1.46,76.17,40.3357,0.5138,26.1429,2.88,9.88,20.9107,4
2024-04-11,75.2488,2.38,63.87,36.6988,0.5836,55.5262,0.03,15.39,36.4512,4
2024-04-12,102.2798,2.41,55.6,38.15,0.7588,67.5857,0.0,19.5,75.2488,4
2024-04-13,52.9024,2.98,59.51,22.3405,0.5661,81.0167,0.0,19.47,102.2798,4
2024-04-14,38.2024,2.53,79.43,21.4012,0.5469,48.2202,1.97,15.29,52.9024,4
2024-04-15,30.3,4.45,41.75,12.4286,0.2898,58.3774,0.07,15.52,38.2024,4
2024-04-16,15.2631,3.35,24.44,20.944,0.2058,66.7726,0.0,16.8,30.3,4
2024-04-17,40.1143,1.66,35.46,34.4952,0.3893,80.25,0.0,18.43,15.2631,4
2024-04-18,42.5298,3.06,31.17,30.519,0.5115,92.0821,0.0,20.05,40.1143,4
2024-04-19,17.8321,3.34,35.79,22.4631,0.5399,65.8179,0.11,15.81,42.5298,4
2024-04-20,15.9143,2.75,52.64,18.5643,0.3326,66.4238,0.26,15.0,17.8321,4
2024-04-21,51.0393,2.36,58.75,27.5881,0.6275,99.3357,0.02,15.67,15.9143,4
2024-04-22,56.9048,2.07,67.95,23.8476,0.6071,84.0893,5.74,16.43,51.0393,4
2024-04-23,8.2857,4.15,60.2,11.7821,0.2524,56.7821,16.83,14.31,56.9048,4
2024-04-24,20.6548,2.94,47.49,25.2262,0.3285,60.2286,0.0,16.31,8.2857,4
2024-04-25,52.8262,2.1,44.39,30.0357,0.5477,85.7952,0.0,20.1,20.6548,4
2024-04-26,63.8024,1.96,60.17,34.5155,0.5908,78.9881,0.12,19.76,52.8262,4
2024-04-27,50.7071,2.36,71.25,25.1607,0.7439,68.6714,1.45,15.22,63.8024,4
2024-04-28,10.6024,2.97,67.26,14.5476,0.2981,48.8524,1.64,12.56,50.7071,4
2024-04-29,12.5405,1.92,66.35,14.4179,0.3026,35.1929,7.51,10.64,10.6024,4
2024-04-30,9.3298,2.42,36.8,19.5738,0.2669,43.2286,0.0,15.65,12.5405,4
2024-05-01,11.925,2.3,31.33,24.8893,0.25,59.9143,0.03,18.77,9.3298,5
2024-05-02,25.9595,2.55,35.67,23.4429,0.3552,88.0333,0.0,19.42,11.925,5
2024-05-03,27.5345,2.51,39.98,20.7929,0.3446,101.819,0.0,19.27,25.9595,5
2024-05-04,42.481,1.88,55.79,32.3821,0.4788,80.9452,0.0,17.06,27.5345,5
2024-05-05,56.7964,1.49,63.21,21.4036,0.5687,76.2726,0.56,17.5,42.481,5
2024-05-06,32.9512,2.13,51.22,20.0762,0.377,77.2929,0.15,19.53,56.7964,5
2024-05-07,23.8048,1.55,42.69,26.6071,0.3365,82.6226,0.15,20.63,32.9512,5
2024-05-08,33.6571,2.2,37.95,27.825,0.4431,103.8845,0.0,23.03,23.8048,5
2024-05-09,35.0119,2.96,43.85,21.3333,0.4711,121.9667,0.0,22.7,33.6571,5
2024-05-10,42.3012,2.69,49.21,19.6488,0.4193,90.1536,3.95,21.44,35.0119,5
2024-05-11,39.0607,4.79,24.82,9.2357,0.1849,76.3774,0.0,18.02,42.3012,5
2024-05-12,14.1238,3.02,26.54,18.0857,0.2049,67.1119,0.0,20.34,39.0607,5
2024-05-13,17.8,2.68,24.28,25.3119,0.2829,86.6095,0.0,23.76,14.1238,5
2024-05-14,20.9381,4.9,27.2,15.5452,0.2736,82.4679,0.01,22.88,17.8,5
2024-05-15,6.8036,2.66,17.39,9.3821,0.1632,83.7774,0.0,20.35,20.9381,5
2024-05-16,21.2738,2.26,29.26,25.706,0.3348,84.7524,0.0,21.98,6.8036,5
2024-05-17,30.7679,2.4,38.51,27.3488,0.5375,135.4571,0.0,24.89,21.2738,5
2024-05-18,46.5607,1.82,61.91,20.3476,0.899,157.6262,0.72,22.84,30.7679,5
2024-05-19,40.3714,2.55,72.01,13.1298,0.781,103.6405,1.73,20.55,46.5607,5
2024-05-20,11.7679,2.03,46.94,13.2155,0.408,87.0964,0.04,20.43,40.3714,5
2024-05-21,20.3726,2.1,50.96,20.3762,0.466,100.4667,0.04,21.73,11.7679,5
2024-05-22,46.9952,2.81,50.73,23.5655,0.646,108.6214,0.07,24.8,20.3726,5
2024-05-23,42.3631,2.73,57.34,16.6167,0.5658,98.6024,1.34,23.27,46.9952,5
2024-05-24,13.2464,1.66,60.66,16.1452,0.4343,53.0024,1.7,17.25,42.3631,5
2024-05-25,13.7345,0.78,80.52,14.9262,0.4499,47.425,21.49,13.67,13.2464,5
2024-05-26,8.8857,4.17,46.02,13.0548,0.3246,58.1452,0.01,19.97,13.7345,5
2024-05-27,15.5143,1.82,33.93,22.0393,0.231,72.5667,0.0,22.44,8.8857,5
2024-05-28,25.9274,2.13,32.98,26.3798,0.3463,109.2726,0.0,23.91,15.5143,5
2024-05-29,28.2048,2.78,49.16,19.7536,0.4074,130.7321,7.98,24.69,25.9274,5
2024-05-30,16.1238,1.72,47.82,17.5107,0.3304,86.5155,1.83,25.72,28.2048,5
