split,model,n,RMSE,MAE,Bias,R2,alpha,k,w_compact,w_all_lag,w_forest,w_analog,w_persistence
test,Weather-only previous-day ridge,365,18.215787835441397,13.319486028436357,4.0739628240654415,0.3600215677789532,30.0,,,,,,
test,Compact enhanced ridge,365,16.975176244846583,11.815622373553396,0.16064149302866046,0.4442262844107807,100.0,,,,,,
test,All-lag enhanced ridge,365,17.31766195449813,12.004729359562612,-1.0515021041066934,0.4215738279112381,100.0,,,,,,
test,Enhanced lag random forest,365,17.541810061372935,11.670128206032663,0.02358240716767583,0.40650340985860167,,,,,,,
test,Historical analog KNN,365,18.770294209324717,13.34489307679279,0.10500959912977353,0.32046539265851715,,50.0,,,,,
test,Validation-weighted ensemble,365,16.967212213219085,11.662280537033501,0.1432536467774336,0.44474765291882734,,,0.8500000000000001,0.0,0.1,0.0,0.05
test,Persistence baseline,365,21.9142049230324,15.096330958904108,0.0870027397260273,0.07376570647600988,,,,,,,
test,Train-mean baseline,365,22.843852594694038,17.082629271556687,1.8339319032621206,-0.00648687950356619,,,,,,,
