date,PM2.5,Temperature,Humidity,WindSpeed,Precipitation,CO,NO2,SO2,O3,Lag_PM2.5,month,season_Spring,season_Summer,season_Autumn,season_Winter,Z_PM2_5,Z_Temperature,Z_Humidity,Z_WindSpeed,Z_Precipitation,Z_CO,Z_NO2,Z_SO2,Z_O3,Z_Lag_PM2_5
2022-06-01,14.785714285714286,26.18,25.33,1.53,0.0,0.33,19.53690476190476,2.5154761904761904,99.79285714285714,18.752380952380943,6,0,1,0,0,-0.5958116164601769,1.170320600125177,-1.897482104423042,-0.6840459319329241,-0.2857176044983565,-0.7777685006292987,-0.2900312022491933,-0.5263196214451469,1.1477689811224236,-0.44182279804157776
2022-06-02,21.359523809523807,28.01,24.18,2.88,0.0,0.3683333333333333,22.829761904761902,3.1238095238095243,145.97500000000002,14.785714285714286,6,0,1,0,0,-0.34011107591090106,1.3242255007090598,-1.9637039344628233,0.6368375806253004,-0.2857176044983565,-0.5879535690442733,-0.025002016388116194,0.2343516573645725,2.553082175643997,-0.5960790384330455
2022-06-03,35.65119047619048,27.5,43.74,2.24,4.24,0.6819047619047619,22.213095238095235,5.461904761904762,169.24404761904762,21.359523809523807,6,0,1,0,0,0.2157898638381136,1.2813339710381415,-0.8373569817861962,0.010640952449549816,0.2631055467044956,0.9647561508158444,-0.07463510325580894,3.157949292554959,3.2611545521067256,-0.3404358933425032
2022-06-04,24.26666666666667,26.81,56.0,1.59,4.71,0.4602380952380953,10.366666666666667,2.810714285714285,122.76428571428572,35.65119047619048,6,0,1,0,0,-0.2270323508074362,1.2233042544245463,-0.13137468936209373,-0.6253399980414474,0.3239420752576419,-0.13286932313234778,-1.0281077816735888,-0.15714843329483405,1.8467848706253822,0.2153402668914634
2022-06-05,12.94761904761905,25.25,27.67,4.47,0.0,0.3033333333333333,11.071428571428571,2.6523809523809527,76.50833333333333,24.26666666666667,6,0,1,0,0,-0.6673077473200251,1.0921066342546792,-1.7627350763420957,2.1925448287494316,-0.2857176044983565,-0.9098136704275778,-0.9713842538247972,-0.35513136887544455,0.43922566733778595,-0.2273825502944942
2022-06-06,3.0416666666666665,22.96,35.69,3.1,0.0,0.2288095238095238,6.486904761904762,2.638095238095238,78.22380952380952,12.94761904761905,6,0,1,0,0,-1.052618177944894,0.8995152559284,-1.300909792064665,0.852092671560715,-0.2857176044983565,-1.2788327610245531,-1.3403746351519876,-0.3729944908827183,0.49142725817390565,-0.6675591210154066
2022-06-07,10.246428571428574,20.68,48.24,2.6,0.06,0.3929761904761904,13.178571428571429,2.4119047619047613,83.85476190476192,3.0416666666666665,6,0,1,0,0,-0.7723755717507218,0.7077648879878248,-0.5782280816305305,0.36287655579840955,-0.27795123915114633,-0.46592968445389965,-0.8017885708985112,-0.6558272559978786,0.6627759914527718,-1.052783063481615
2022-06-08,22.667857142857144,19.83,62.54,2.31,0.43,0.6800000000000003,14.427380952380952,3.097619047619048,89.33095238095238,10.246428571428574,6,0,1,0,0,-0.28922101903591824,0.6362790052029611,0.24522597886414038,0.07913120865627242,-0.23005865284335028,0.9553243529731116,-0.7012767791529328,0.20160260035123834,0.8294153515125564,-0.7726033615460912
2022-06-09,24.489285714285717,20.57,63.12,2.25,0.01,0.7596428571428571,16.176190476190474,2.678571428571429,76.28928571428571,22.667857142857144,6,0,1,0,0,-0.21837316915536906,0.6985137737450778,0.2786248148842039,0.020425274764795717,-0.2844232102738215,1.3496914002724334,-0.5605219440011172,-0.32238231186211036,0.43256009293539466,-0.2895572594318717
2022-06-10,29.896428571428565,22.09,65.38,2.13,2.27,0.7345238095238095,14.559523809523808,2.3630952380952377,110.9809523809524,24.489285714285717,6,0,1,0,0,-0.00805229715703343,0.8263473523721279,0.4087651069623825,-0.09698659301815768,0.008109884471094956,1.2253095662213764,-0.6906411176812844,-0.7168595895227285,1.4882204389141327,-0.21872531231334033
2022-06-11,23.57619047619048,21.41,75.84,2.72,14.11,0.5844047619047619,14.592857142857143,2.3976190476190475,96.34880952380952,29.896428571428565,6,0,1,0,0,-0.25388970566411495,0.769158646144237,1.0110958393242193,0.480288423581363,1.5406726463205687,0.4819659987408874,-0.6879582481208685,-0.6736903780051512,1.0429673140239546,-0.00845164969087711
2022-06-12,17.719047619047622,21.73,75.34,2.27,12.41,0.5308333333333334,11.077380952380953,2.757142857142857,96.99880952380953,23.57619047619048,6,0,1,0,0,-0.4817141641035278,0.7960709784867739,0.982303739306923,0.03999391939528795,1.3206256281496138,0.21669668441398848,-0.9709051699747229,-0.22413514082210792,1.0627466815440945,-0.2542338766531531
2022-06-13,14.798809523809524,22.43,64.48,0.94,7.96,0.4334523809523809,11.74404761904762,2.6523809523809527,84.33571428571429,17.719047619047622,6,0,1,0,0,-0.5953022528335847,0.8549417054860732,0.35693932693124986,-1.2613209485324444,0.744620198231526,-0.2655039802957978,-0.9172477787664063,-0.35513136887544455,0.6774112743797613,-0.48200719679901854
2022-06-14,14.870238095238095,22.05,61.75,1.53,1.41,0.4944047619047618,13.48690476190476,2.6142857142857143,76.52142857142856,14.798809523809524,6,0,1,0,0,-0.5925239057794456,0.8229833108293108,0.19973446083681243,-0.6840459319329241,-0.1032080188389175,0.03631355067169615,-0.776972027464665,-0.40276636089484025,0.4396241527640157,-0.5955697891400366
2022-06-15,21.95357142857143,22.91,64.96,2.0,0.25,0.6425000000000001,13.076190476190476,2.5428571428571427,91.5095238095238,14.870238095238095,6,0,1,0,0,-0.3170044895773101,0.8953102039998786,0.38457974294785363,-0.22418278311635698,-0.2533577488849808,0.7696358329442811,-0.8100288131197885,-0.49208197093120665,0.8957088360580792,-0.5927920657236235
2022-06-16,25.310714285714287,23.58,70.22,1.77,0.01,0.5859523809523809,15.686904761904762,2.6404761904761904,122.03214285714286,21.95357142857143,6,0,1,0,0,-0.18642217803276856,0.951657899842065,0.6874726351298098,-0.44922219636701743,-0.2844232102738215,0.48962933448810886,-0.5999026364772206,-0.37001730388150605,1.8245059127043457,-0.3173344935960017
2022-06-17,37.06904761904762,24.68,69.44,1.94,1.59,0.8458333333333334,18.20238095238096,2.7357142857142858,140.59523809523807,25.310714285714287,6,0,1,0,0,0.2709400528627764,1.0441690422695356,0.6425569591028277,-0.2828887170078337,-0.07990892279728697,1.776480252656157,-0.3974418014358404,-0.25092982383301765,2.3893771173591767,-0.186781493024591
2022-06-18,34.35,25.06,71.8,1.93,0.87,0.8777380952380952,12.03095238095238,2.5821428571428573,157.77261904761906,37.06904761904762,6,0,1,0,0,0.16517764166854482,1.0761274369262979,0.7784556711844657,-0.2926730393230798,-0.17310530696380902,1.934462866521954,-0.8941559371928275,-0.44295838541120486,2.912081318729316,0.2704780767072614
2022-06-19,30.08452380952381,26.16,69.08,2.08,0.41,0.7776190476190475,11.010714285714288,2.6035714285714286,158.55,34.35,6,0,1,0,0,-0.0007359832478000363,1.1686385793537686,0.6218266470903745,-0.14590820459438805,-0.23264744129242035,1.4387039924132374,-0.9762709090955544,-0.4161637024002951,2.9357368626682376,0.16473940532247333
2022-06-20,34.64166666666667,28.4,63.43,2.03,0.13,0.822857142857143,14.34880952380952,2.414285714285714,158.38809523809525,30.08452380952381,6,0,1,0,0,0.17652255880627998,1.3570249057515265,0.29647591689492764,-0.19482981617061884,-0.26889047957940115,1.6627091911781755,-0.7076006859739132,-0.6528500689966659,2.930810133762122,-0.0011369780276560115
2022-06-21,49.89642857142858,28.26,62.69,1.46,0.85,0.9670238095238096,17.433333333333337,2.6142857142857143,146.8761904761905,34.64166666666667,6,0,1,0,0,0.7698848780019378,1.3452507603516668,0.2538636088693291,-0.7525361881396468,-0.1756940954128791,2.37657839040012,-0.45933943486543427,-0.40276636089484025,2.580505218158183,0.17608177593949323
2022-06-22,42.097619047619055,24.77,86.05,1.2,11.61,0.8988095238095237,16.570238095238096,2.7488095238095243,75.0,49.89642857142858,6,0,1,0,0,0.4665356854741749,1.051738135740874,1.599030521677407,-1.0069285683360456,1.2170740901868116,2.038802130157201,-0.5288065931262013,-0.23455529532635006,0.3933273914256672,0.7693109069047616
